model,case,group,n,nmse,nmse_db,median_db,energy_weighted_db
W,default,far,5172,10.864860534667969,10.360241559291747,-7.941893282688291,-0.17464550533687145
Hold,default,far,5172,58.36479130969308,17.661509369902255,-13.070930391565721,-0.14782933238555854
Linear,default,far,5172,20554.031274284378,43.12897012999276,-1.0562012623927577,10.590700936020108
W,default,normal,2592,0.22965136170387268,-6.389309751155348,-7.986345169744733,-6.3009293953878345
Hold,default,normal,2592,0.2281661142766002,-6.417488536751384,-11.111364031711332,-6.327857653321002
Linear,default,normal,2592,81.23625946191909,19.0974991802613,-0.29682949924603647,19.089694917393437
W,default,maneuver,2592,0.12580914795398712,-9.002877789106787,-9.6006741363345,-8.909680167972912
Hold,default,maneuver,2592,0.0884760457196348,-10.531742956293213,-15.520187215492758,-10.347454224067956
Linear,default,maneuver,2592,20.95592599171586,13.213068560172632,-7.216316991097046,13.090153307476983
W,default,occlusion,5172,11.156698226928711,10.475356861796385,-3.0796912302179087,-0.13627988074317873
Hold,default,occlusion,5172,59.54489515332581,17.74844534890635,-4.474116413257328,-0.0855601421453274
Linear,default,occlusion,5172,20886.28668731359,43.19861234879453,3.1806070794904477,11.218822790030842
W,default,far_maneuver,1296,0.09814649075269699,-10.08125224071976,-10.4044777584245,-10.070371758884018
Hold,default,far_maneuver,1296,0.021566740496157238,-16.662154873267514,-19.318834004487307,-16.747297419946477
Linear,default,far_maneuver,1296,27.82165333412818,14.443829348779252,-8.678831091634088,14.198764675363213
W,default,far_normal,1296,0.14991319179534912,-8.241601491940923,-9.137588158310106,-8.139051799240068
Hold,default,far_normal,1296,0.08742774889713423,-10.583507037474755,-15.55215808931507,-10.37388079017376
Linear,default,far_normal,1296,28.35148382959339,14.525757934631669,-4.888298968510046,14.210266779706025
W,default,far_occlusion,2580,21.655649185180664,13.355712073831432,-0.7893415712521058,-0.05284752896906813
Hold,default,far_occlusion,2580,116.94629604475926,20.67986471268762,-1.770762089862916,-0.01597498113489728
Linear,default,far_occlusion,2580,41175.445490245984,46.14638306637395,4.8755633670434335,10.402274319661926
W,default,near_maneuver,1296,0.15347181260585785,-8.139713775408374,-8.718622371685715,-7.986619524539917
Hold,default,near_maneuver,1296,0.15538535094311237,-8.085899270052014,-10.270539379312225,-7.8470519286685185
Linear,default,near_maneuver,1296,14.090198649303531,11.489171160112871,-5.430247916684637,11.580349944734785
W,default,near_normal,1296,0.30938956141471863,-5.094943431785483,-5.308411902453821,-5.005888836029656
Hold,default,near_normal,1296,0.3689044796560662,-4.3308607104563315,-5.675526811656773,-4.2590491344449175
Linear,default,near_normal,1296,134.1210350942448,21.274968964864584,4.297030076479214,21.341368892146235
W,default,near_occlusion,2592,0.706356406211853,-1.5097611170377465,-4.7372556378870705,-2.8145525089505545
Hold,default,near_occlusion,2592,2.409241488241575,3.8188033331277116,-6.094143072668175,-2.1846113201922774
Linear,default,near_occlusion,2592,691.0591751355257,28.395152374385646,1.7026461391316947,18.26651573999151
W,default,los,8656,0.2517819106578827,-5.989754751164325,-8.36455686831432,-0.38048430201128014
Hold,default,los,8656,0.2635716359657653,-5.791013277894952,-12.064892999897141,-0.40100287099564674
Linear,default,los,8656,62.34545631139908,17.94804807922158,-2.7486064072621423,9.754480687188327
W,default,nlos,1700,33.202579498291016,15.211718252207936,0.15220164232138464,0.10303213001524966
Hold,default,nlos,1700,180.2973283122304,22.55989291293381,3.0091844981014364,0.961134141309216
Linear,default,nlos,1700,63381.82036567663,48.019647082436066,15.572993884504465,20.299113326973675
W,default,switch_window,1616,33.79241943359375,15.288192870410423,-0.32897179424627077,-0.04787418712955209
Hold,default,switch_window,1616,161.23280731368243,22.074534157917753,-0.08198663714298489,-0.06274472496555741
Linear,default,switch_window,1616,3666.084756957835,35.64202501284568,4.546585338824518,6.858367665973823
W,mismatched_motion,all,10356,5.660853862762451,7.528819435411794,-7.232110566048585,-0.3494150502455168
